排名	学校名称	学校英文名	国家/地区
51-100	卡耐基梅隆大学	Carnegie Mellon University	美国
51-100	查尔姆斯工业大学	Chalmers University of Technology	瑞典
51-100	哥伦比亚大学	Columbia University	美国
51-100	康奈尔大学	Cornell University	美国
51-100	布拉格工业大学	Czech Technical University in Prague	捷克
51-100	印度理工学院孟买分校	Indian Institute of Technology Bombay (IITB)	印度
51-100	印度理工学院德里分校	Indian Institute of Technology Delhi (IITD)	印度
51-100	鲁汶大学（荷语）	KU Leuven	比利时
51-100	卡尔斯鲁厄理工学院	KIT, Karlsruhe Institute of Technology	德国
51-100	高丽大学	Korea University	韩国
51-100	隆德大学	Lund University	瑞典
51-100	麦吉尔大学	McGill University	加拿大
51-100	密歇根州立大学	Michigan State University	美国
51-100	国立成功大学	National Cheng Kung University (NCKU)	台湾
51-100	西北大学	Northwestern University	美国
51-100	挪威科技大学	Norwegian University of Science And Technology	挪威
51-100	北京大学	Peking University	中国
51-100	宾州州立大学公园分校	Pennsylvania State University	美国
51-100	马德里理工大学	Politécnica de Madrid	西班牙
51-100	智利天主大学	Pontificia Universidad Católica de Chile (UC)	智利
51-100	普林斯顿大学	Princeton University	美国
51-100	昆士兰科技大学	Queensland University of Technology (QUT)	澳大利亚
51-100	亚琛工业大学	RWTH Aachen University	德国
51-100	皇家墨尔本理工大学	RMIT University	澳大利亚
51-100	成均馆大学	Sungkyunkwan University (SKKU)	韩国
51-100	德累斯顿工业大学	Technische Universität Dresden	德国
51-100	阿德雷德大学	The University of Adelaide	澳大利亚
51-100	昆士兰大学	The University of Queensland	澳大利亚
51-100	东北大学（日本）	Tohoku University	日本
51-100	伦敦大学学院	UCL (University College London)	英国
51-100	圣保罗大学	Universidade de São Paulo	巴西
51-100	那不勒斯腓特烈二世大学	University of Naples - Federico II	意大利
51-100	斯图加特大学	Universität Stuttgart	德国
51-100	马来亚大学	Universiti Malaya (UM)	马来西亚
51-100	马来西亚理科大学	Universiti Sains Malaysia (USM)	马来西亚
51-100	马来西亚理工大学	Universiti Teknologi Malaysia	马来西亚
51-100	加州大学戴维斯分校	University of California, Davis	美国
51-100	加州大学圣地亚哥分校	University of California, San Diego (UCSD)	美国
51-100	坎特伯雷大学（新西兰）	University of Canterbury	新西兰
51-100	爱丁堡大学	The University of Edinburgh	英国
51-100	利兹大学	University of Leeds	英国
51-100	里斯本大学	University of Lisbon	葡萄牙
51-100	纽卡斯尔大学（澳洲）	The University of Newcastle, Australia (UON)	澳大利亚
51-100	波尔图大学	University of Porto	葡萄牙
51-100	华盛顿大学	University of Washington	美国
51-100	滑铁卢大学	University of Waterloo	加拿大
51-100	弗吉尼亚理工学院	Virginia Polytechnic Institute and State University	美国
51-100	浙江大学	Zhejiang University	中国
101-150	阿尔托大学	Aalto University	芬兰
101-150	亚里士多德大学	Aristotle University of Thessaloniki	希腊
101-150	卡迪夫大学	Cardiff University	英国
101-150	科廷大学	Curtin University	澳大利亚
101-150	哈尔滨工业大学	Harbin Institute of Technology	中国
101-150	赫瑞瓦特大学	Heriot-Watt University	英国
101-150	北海道大学	Hokkaido University	日本
101-150	印度理工学院坎普尔分校	Indian Institute of Technology Kanpur (IITK)	印度
101-150	印度理工学院克勒格布尔分校	Indian Institute of Technology Kharagpur (IIT-KGP)	印度
101-150	印度理工学院马德拉斯分校	Indian Institute of Technology Madras (IITM)	印度
101-150	印度理工学院鲁尔基分校	Indian Institute of Technology Roorkee (IITR)	印度
101-150	伊斯坦布尔理工大学	Istanbul Technical University	土耳其
101-150	九州大学	Kyushu University	日本
101-150	拉夫堡大学	Loughborough University	英国
101-150	中东理工大学	Middle East Technical University	土耳其
101-150	名古屋大学	Nagoya University	日本
101-150	国立交通大学	National Chiao Tung University	台湾
101-150	国立台湾科技大学	National Taiwan University of Science and Technology (Taiwan Tech)	台湾
101-150	北卡罗来纳州立大学	North Carolina State University	美国
101-150	罗马第一大学	Sapienza University of Rome	意大利
101-150	柏林工业大学	Technische Universität Berlin (TU Berlin)	德国
101-150	维也纳工业大学	Vienna University of Technology	奥地利
101-150	诺丁汉大学	The University of Nottingham	英国
101-150	智利大学	Universidad de Chile	智利
101-150	墨西哥国立自治大学	Universidad Nacional Autónoma de México  (UNAM)	墨西哥
101-150	瓦伦西亚理工大学	Universidad Politècnica de València	西班牙
101-150	帕多瓦大学	Università di Padova	意大利
101-150	博洛尼亚大学	Alma Mater Studiorum - University of Bologna	意大利
101-150	蒙特利尔大学	Université de Montréal	加拿大
101-150	马来西亚国民大学	Universiti Kebangsaan Malaysia (UKM)	马来西亚
101-150	马来西亚博特拉大学	Universiti Putra Malaysia (UPM)	马来西亚
101-150	阿尔伯塔大学	University of Alberta	加拿大
101-150	伯明翰大学	University of Birmingham	英国
101-150	布里斯托大学	University of Bristol	英国
101-150	卡尔加里大学	University of Calgary	加拿大
101-150	科英布拉大学	University of Coimbra	葡萄牙
101-150	科罗拉多大学博尔德分校	University of Colorado Boulder	美国
101-150	佛罗里达大学	University of Florida	美国
101-150	根特大学	Ghent University	比利时
101-150	利物浦大学	University of Liverpool	英国
101-150	马里兰大学学院公园分校	University of Maryland, College Park	美国
101-150	米尼奥大学	University of Minho	葡萄牙
101-150	明尼苏达大学双城分校	University of Minnesota	美国
101-150	帕特雷大学	University of Patras	希腊
101-150	南安普敦大学	University of Southampton	英国
101-150	南加州大学	University of Southern California	美国
101-150	悉尼科技大学	University of Technology Sydney	澳大利亚
101-150	威斯康辛大学麦迪逊分校	University of Wisconsin-Madison	美国
101-150	卧龙岗大学	University of Wollongong	澳大利亚
101-150	维尔纽斯工业大学	Vilnius Gediminas Technical University	立陶宛
101-150	武汉大学	Wuhan University	中国
151-200	亚利桑那州立大学	Arizona State University	美国
151-200	泰国亚洲理工学院	Asian Institute of Technology, Thailand	泰国
151-200	北京工业大学	Beijing University of Technology	中国
151-200	法国中央理工学院	CentraleSupélec	法国
151-200	朱拉隆功大学	Chulalongkorn University	泰国
151-200	康考迪亚大学	Concordia University	加拿大
151-200	大连理工大学	Dalian University of Technology	中国
151-200	华中科技大学	Huazhong University of Science and Technology	中国
151-200	印度科学学院	Indian Institute of Science (IISc) Bangalore	印度
151-200	里昂应用科学学院	Institut National des Sciences Appliquées de Lyon (INSA)	法国
151-200	约翰霍普金斯大学	Johns Hopkins University	美国
151-200	法赫德国王石油与矿产大学	King Fahd University of Petroleum & Minerals	沙特
151-200	沙特国王大学	King Saud University	沙特
151-200	庆熙大学	Kyung Hee University	韩国
151-200	里海大学	Lehigh University	美国
151-200	麦克马斯特大学	McMaster University	加拿大
151-200	纽卡斯尔大学（英国）	Newcastle University	英国
151-200	俄亥俄州立大学	The Ohio State University	美国
151-200	大阪大学	Osaka University	日本
151-200	釜山国立大学	Pusan National University	韩国
151-200	皇后大学	Queen's University at Kingston	加拿大
151-200	莱斯大学	Rice University	美国
151-200	世宗大学	Sejong University	韩国
151-200	华南理工大学	South China University of Technology	中国
151-200	东南大学	Southeast University	中国
151-200	斯旺西大学	Swansea University	英国
151-200	斯威本科技大学	Swinburne University of Technology	澳大利亚
151-200	以色列理工学院	Technion - Israel Institute of Technology	以色列
151-200	达姆施塔特工业大学	Technische Universität Darmstadt	德国
151-200	华威大学	The University of Warwick	英国
151-200	天津大学	Tianjin University	中国
151-200	坎皮纳斯大学	Universidade Estadual de Campinas (Unicamp)	巴西
151-200	里约热内卢联邦大学	Universidade Federal do Rio de Janeiro	巴西
151-200	帕维亚大学	Università degli Studi di Pavia	意大利
151-200	特伦托大学	University of Trento	意大利
151-200	纽约州立大学水牛城分校	University at Buffalo SUNY	美国
151-200	阿伯丁大学	University of Aberdeen	英国
151-200	巴斯大学	University of Bath	英国
151-200	加州大学尔湾分校	University of California, Irvine	美国
151-200	开普敦大学	University of Cape Town	南非
151-200	埃克塞特大学	The University of Exeter	英国
151-200	伊利诺伊大学芝加哥分校	University of Illinois, Chicago (UIC)	美国
151-200	列日大学	Université de Liège	比利时
151-200	索尔福德大学	University of Salford	英国
151-200	德黑兰大学	University of Tehran	伊朗
151-200	华沙工业大学	Warsaw University of Technology	波兰
151-200	早稻田大学	Waseda University	日本
151-200	西安大略大学	The University of Western Ontario	加拿大
151-200	西安交通大学	Xi’an Jiaotong University	中国
1	麻省理工学院	Massachusetts Institute of Technology (MIT)	美国
2	斯坦福大学	Stanford University	美国
3	加州大学伯克利分校	University of California, Berkeley (UCB)	美国
4	剑桥大学	University of Cambridge	英国
5	加州理工学院	California Institute of Technology (Caltech)	美国
6	京都大学	Kyoto University	日本
7	牛津大学	University of Oxford	英国
8	新加坡国立大学	National University of Singapore (NUS)	新加坡
9	帝国理工学院	Imperial College London	英国
10	东京大学	The University of Tokyo	日本
11	清华大学	Tsinghua University	中国
12	普林斯顿大学	Princeton University	美国
13	苏黎世联邦理工学院	ETH Zurich - Swiss Federal Institute of Technology	瑞士
14	威斯康辛大学麦迪逊分校	University of Wisconsin-Madison	美国
15	韩国高等科技学院	KAIST - Korea Advanced Institute of Science & Technology	韩国
16	首尔国立大学	Seoul National University	韩国
17	南洋理工大学	Nanyang Technological University, Singapore (NTU)	新加坡
17	明尼苏达大学双城分校	University of Minnesota	美国
19	加州大学洛杉矶分校	University of California, Los Angeles (UCLA)	美国
20	佐治亚理工学院	Georgia Institute of Technology	美国
21	东京工业大学	Tokyo Institute of Technology	日本
22	德克萨斯大学奥斯汀分校	University of Texas at Austin	美国
23	耶鲁大学	Yale University	美国
24	代尔夫特理工大学	Delft University of Technology	荷兰
24	西北大学	Northwestern University	美国
26	曼彻斯特大学	The University of Manchester	英国
27	康奈尔大学	Cornell University	美国
28	莫纳什大学	Monash University	澳大利亚
29	香港科技大学	The Hong Kong University of Science and Technology	香港
30	普渡大学西拉法叶分校	Purdue University	美国
30	墨尔本大学	The University of Melbourne	澳大利亚
32	大阪大学	Osaka University	日本
33	昆士兰大学	The University of Queensland	澳大利亚
34	东北大学（日本）	Tohoku University	日本
34	多伦多大学	University of Toronto	加拿大
36	伦敦大学学院	UCL (University College London)	英国
37	新南威尔士大学	The University of New South Wales (UNSW Australia)	澳大利亚
38	马来亚大学	Universiti Malaya (UM)	马来西亚
38	马来西亚理科大学	Universiti Sains Malaysia (USM)	马来西亚
40	密歇根大学安娜堡分校	University of Michigan	美国
41	浦项科技大学	Pohang University of Science And Technology (POSTECH)	韩国
41	宾夕法尼亚大学	University of Pennsylvania	美国
43	高丽大学	Korea University	韩国
44	洛桑联邦理工学院	Ecole Polytechnique Fédérale de Lausanne (EPFL)	瑞士
45	国立台湾大学	National Taiwan University (NTU)	台湾
45	上海交通大学	Shanghai Jiao Tong University	中国
47	麦吉尔大学	McGill University	加拿大
48	成均馆大学	Sungkyunkwan University (SKKU)	韩国
48	英属哥伦比亚大学	University of British Columbia	加拿大
48	加州大学圣塔芭芭拉分校	University of California, Santa Barbara (UCSB)	美国
51-100	卡耐基梅隆大学	Carnegie Mellon University	美国
51-100	朱拉隆功大学	Chulalongkorn University	泰国
51-100	哥伦比亚大学	Columbia University	美国
51-100	埃因霍温理工大学	Eindhoven University of Technology	荷兰
51-100	汉阳大学	Hanyang University	韩国
51-100	北海道大学	Hokkaido University	日本
51-100	印度科学学院	Indian Institute of Science (IISc) Bangalore	印度
51-100	印度理工学院孟买分校	Indian Institute of Technology Bombay (IITB)	印度
51-100	印度理工学院德里分校	Indian Institute of Technology Delhi (IITD)	印度
51-100	约翰霍普金斯大学	Johns Hopkins University	美国
51-100	鲁汶大学（荷语）	KU Leuven	比利时
51-100	阿卜杜勒国王科技大学	King Abdullah University of Science & Technology	沙特
51-100	卡尔斯鲁厄理工学院	KIT, Karlsruhe Institute of Technology	德国
51-100	九州大学	Kyushu University	日本
51-100	名古屋大学	Nagoya University	日本
51-100	南京大学	Nanjing University	中国
51-100	国立清华大学	National Tsing Hua University	台湾
51-100	俄亥俄州立大学	The Ohio State University	美国
51-100	宾州州立大学公园分校	Pennsylvania State University	美国
51-100	米兰理工大学	Politecnico di Milano	意大利
51-100	亚琛工业大学	RWTH Aachen University	德国
51-100	莱斯大学	Rice University	美国
51-100	丹麦理工大学	Technical University of Denmark	丹麦
51-100	柏林工业大学	Technische Universität Berlin (TU Berlin)	德国
51-100	多特蒙德工业大学	TU Dortmund University	德国
51-100	慕尼黑工业大学	Technical University of Munich	德国
51-100	德州农工大学	Texas A&M University	美国
51-100	谢菲尔德大学	The University of Sheffield	英国
51-100	悉尼大学	The University of Sydney	澳大利亚
51-100	天津大学	Tianjin University	中国
51-100	墨西哥国立自治大学	Universidad Nacional Autónoma de México	墨西哥
51-100	圣保罗大学	Universidade de São Paulo	巴西
51-100	坎皮纳斯大学	Universidade Estadual de Campinas (Unicamp)	巴西
51-100	博洛尼亚大学	Alma Mater Studiorum - University of Bologna	意大利
51-100	马来西亚国民大学	Universiti Kebangsaan Malaysia (UKM)	马来西亚
51-100	马来西亚博特拉大学	Universiti Putra Malaysia (UPM)	马来西亚
51-100	马来西亚理工大学	Universiti Teknologi Malaysia	马来西亚
51-100	阿尔伯塔大学	University of Alberta	加拿大
51-100	伯明翰大学	University of Birmingham	英国
51-100	加州大学戴维斯分校	University of California, Davis	美国
51-100	加州大学圣地亚哥分校	University of California, San Diego (UCSD)	美国
51-100	特拉华大学	University of Delaware	美国
51-100	爱丁堡大学	The University of Edinburgh	英国
51-100	香港大学	The University of Hong Kong	香港
51-100	伊利诺伊大学厄本那-香槟分校	University of Illinois at Urbana-Champaign	美国
51-100	利兹大学	University of Leeds	英国
51-100	马萨诸塞大学阿默斯特分校	University of Massachusetts Amherst	美国
51-100	华盛顿大学	University of Washington	美国
51-100	滑铁卢大学	University of Waterloo	加拿大
51-100	延世大学	Yonsei University	韩国
51-100	浙江大学	Zhejiang University	中国
101-150	北京化工大学	Beijing University of Chemical Technology	中国
101-150	布朗大学	Brown University	美国
101-150	查尔姆斯工业大学	Chalmers University of Technology	瑞典
101-150	科廷大学	Curtin University	澳大利亚
101-150	大连理工大学	Dalian University of Technology	中国
101-150	华东理工大学	East China University of Science and Technology	中国
101-150	赫瑞瓦特大学	Heriot-Watt University	英国
101-150	印度理工学院坎普尔分校	Indian Institute of Technology Kanpur (IITK)	印度
101-150	印度理工学院克勒格布尔分校	Indian Institute of Technology Kharagpur (IIT-KGP)	印度
101-150	印度理工学院马德拉斯分校	Indian Institute of Technology Madras (IITM)	印度
101-150	墨西哥国立理工大学	Instituto Politécnico Nacional (IPN)	墨西哥
101-150	吉林大学	Jilin University	中国
101-150	阿卜杜勒阿齐兹国王大学	King Abdulaziz University (KAU)	沙特
101-150	法赫德国王石油与矿产大学	King Fahd University of Petroleum & Minerals	沙特
101-150	瑞典皇家理工学院	KTH Royal Institute of Technology	瑞典
101-150	庆熙大学	Kyung Hee University	韩国
101-150	麦克马斯特大学	McMaster University	加拿大
101-150	密歇根州立大学	Michigan State University	美国
101-150	国立成功大学	National Cheng Kung University (NCKU)	台湾
101-150	国立交通大学	National Chiao Tung University	台湾
101-150	国立台湾科技大学	National Taiwan University of Science and Technology	台湾
101-150	北卡罗来纳州立大学	North Carolina State University	美国
101-150	挪威科技大学	Norwegian University of Science And Technology	挪威
101-150	新西伯利亚国立大学	Novosibirsk State University	俄国
101-150	釜山国立大学	Pusan National University	韩国
101-150	皇后大学	Queen's University at Kingston	加拿大
101-150	伦斯勒理工学院	Rensselaer Polytechnic Institute	美国
101-150	皇家墨尔本理工大学	RMIT University	澳大利亚
101-150	德累斯顿工业大学	Technische Universität Dresden	德国
101-150	香港中文大学	The Chinese University of Hong Kong (CUHK)	香港
101-150	香港理工大学	The Hong Kong Polytechnic University	香港
101-150	阿德雷德大学	The University of Adelaide	澳大利亚
101-150	奥克兰大学	The University of Auckland	新西兰
101-150	诺丁汉大学	The University of Nottingham	英国
101-150	布宜诺斯艾利斯大学	Universidad de Buenos Aires (UBA)	阿根廷
101-150	瓦伦西亚理工大学	Universidad Politècnica de València	西班牙
101-150	里约热内卢联邦大学	Universidade Federal do Rio de Janeiro	巴西
101-150	巴塞罗那大学	University of Barcelona	西班牙
101-150	埃尔朗根-纽伦堡大学	Friedrich-Alexander-Universität Erlangen-Nürnberg	德国
101-150	斯图加特大学	Universität Stuttgart	德国
101-150	蒙特利尔大学	Université de Montréal	加拿大
101-150	马来西亚石油大学	Universiti Teknologi Petronas (Petronas)	马来西亚
101-150	卡尔加里大学	University of Calgary	加拿大
101-150	科罗拉多大学博尔德分校	University of Colorado Boulder	美国
101-150	佛罗里达大学	University of Florida	美国
101-150	根特大学	Ghent University	比利时
101-150	休斯敦大学	University of Houston	美国
101-150	波尔图大学	University of Porto	葡萄牙
101-150	早稻田大学	Waseda University	日本
101-150	华盛顿州立大学	Washington State University	美国
101-150	圣路易斯华盛顿大学	Washington University in St. Louis	美国
151-200	阿尔托大学	Aalto University	芬兰
151-200	亚利桑那州立大学	Arizona State University	美国
151-200	北京理工大学	Beijing Institute of Technology	中国
151-200	科罗拉多矿业学院	Colorado School of Mines	美国
151-200	哈尔滨工业大学	Harbin Institute of Technology	中国
151-200	广岛大学	Hiroshima University	日本
151-200	卡罗琳学院	Karolinska Institutet	瑞典
151-200	沙特国王大学	King Saud University	沙特
151-200	庆北国立大学	Kyungpook National University	韩国
151-200	拉瓦尔大学	Laval University	加拿大
151-200	南开大学	Nankai University	中国
151-200	国立中兴大学	National Chung Hsing University	台湾
151-200	雅典国立科技大学	National Technical University of Athens	希腊
151-200	纽约大学	New York University (NYU)	美国
151-200	都灵理工大学	Politecnico di Torino	意大利
151-200	贝尔法斯特女王大学	Queen's University Belfast	英国
151-200	罗格斯大学	Rutgers University - New Brunswick	美国
151-200	罗马第一大学	Sapienza University of Rome	意大利
151-200	西江大学	Sogang University	韩国
151-200	中山大学	Sun Yat-sen University	中国
151-200	以色列理工学院	Technion - Israel Institute of Technology	以色列
151-200	维也纳工业大学	Vienna University of Technology	奥地利
151-200	西澳大学	The University of Western Australia	澳大利亚
151-200	马德里康普斯顿大学	University Complutense Madrid	西班牙
151-200	哥伦比亚国立大学	Universidad Nacional de Colombia	哥伦比亚
151-200	新葡京大学	Universidade Nova de Lisboa	葡萄牙
151-200	那不勒斯腓特烈二世大学	University of Naples - Federico II	意大利
151-200	巴塞罗那自治大学	Universitat Autònoma de Barcelona	西班牙
151-200	巴黎第六大学	Université Pierre et Marie Curie (UPMC)	法国
151-200	玛拉工艺大学	Universiti Teknologi MARA - UiTM	马来西亚
151-200	都柏林大学学院	University College Dublin	爱尔兰
151-200	巴斯大学	University of Bath	英国
151-200	加州大学尔湾分校	University of California, Irvine	美国
151-200	加州大学河滨分校	University of California, Riverside	美国
151-200	格罗宁根大学	University of Groningen	荷兰
151-200	伊利诺伊大学芝加哥分校	University of Illinois, Chicago (UIC)	美国
151-200	里斯本大学	University of Lisbon	葡萄牙
151-200	马里兰大学学院公园分校	University of Maryland, College Park	美国
151-200	圣母大学	University of Notre Dame	美国
151-200	俄克拉荷马大学	University of Oklahoma	美国
151-200	渥太华大学	University of Ottawa	加拿大
151-200	匹兹堡大学	University of Pittsburgh	美国
151-200	南加州大学	University of Southern California	美国
151-200	弗吉尼亚大学	University of Virginia	美国
151-200	范德堡大学	Vanderbilt University	美国
151-200	弗吉尼亚理工学院	Virginia Polytechnic Institute and State University	美国
151-200	西安大略大学	The University of Western Ontario	加拿大
151-200	西安交通大学	Xi’an Jiaotong University	中国
201-250	安娜大学	Anna University	印度
201-250	亚里士多德大学	Aristotle University of Thessaloniki	希腊
201-250	北京航空航天大学	Beihang University (former BUAA)	中国
201-250	凯斯西储大学	Case Western Reserve University	美国
201-250	全北国立大学	Chonbuk National University	韩国
201-250	韩国中央大学	Chung-Ang University	韩国
201-250	纽约市立大学	City University of New York	美国
201-250	科罗拉多州立大学	Colorado State University	美国
201-250	巴黎高等理工学院	Ecole Polytechnique	法国
201-250	耶路撒冷希伯来大学	The Hebrew University of Jerusalem	以色列
201-250	华中科技大学	Huazhong University of Science and Technology	中国
201-250	印度理工学院古瓦哈提分校	Indian Institute of Technology Guwahati (IITG)	印度
201-250	印度理工学院鲁尔基分校	Indian Institute of Technology Roorkee (IITR)	印度
201-250	仁荷大学	Inha University	韩国
201-250	爱荷华州立大学	Iowa State University	美国
201-250	伊斯坦布尔理工大学	Istanbul Technical University	土耳其
201-250	神户大学	Kobe University	日本
201-250	里海大学	Lehigh University	美国
201-250	拉夫堡大学	Loughborough University	英国
201-250	梅西大学	Massey University	新西兰
201-250	中东理工大学	Middle East Technical University	土耳其
201-250	国立中央大学	National Central University	台湾
201-250	纽卡斯尔大学（英国）	Newcastle University	英国
201-250	智利天主大学	Pontificia Universidad Católica de Chile (UC)	智利
201-250	山东大学	Shandong University	中国
201-250	上海大学	Shanghai University	中国
201-250	四川大学	Sichuan University	中国
201-250	华南理工大学	South China University of Technology	中国
201-250	东京理科大学	Tokyo University of Science	日本
201-250	托木斯克理工大学	National Research Tomsk Polytechnic University	俄国
201-250	同济大学	Tongji University	中国
201-250	马德里自治大学	Universidad Autónoma de Madrid	西班牙
201-250	墨西哥自治都会大学	Universidad Autónoma Metropolitana (UAM)	墨西哥
201-250	智利大学	Universidad de Chile	智利
201-250	圣卡洛斯联邦大学	Universidade Federal de São Carlos	巴西
201-250	南里奥格兰德联邦大学	Universidade Federal do Rio Grande Do Sul	巴西
201-250	帕多瓦大学	Università di Padova	意大利
201-250	加泰罗尼亚理工大学	Universitat Politècnica de Catalunya	西班牙
201-250	马赛大学	Aix-Marseille University	法国
201-250	斯特拉斯堡大学	Université de Strasbourg	法国
201-250	科克大学学院	University College Cork	爱尔兰
201-250	阿伯丁大学	University of Aberdeen	英国
201-250	阿克伦大学	University of Akron	美国
201-250	坎特伯雷大学（新西兰）	University of Canterbury	新西兰
201-250	孟买大学	University of Mumbai	印度
201-250	纽卡斯尔大学（澳洲）	The University of Newcastle, Australia (UON)	澳大利亚
201-250	帕特雷大学	University of Patras	希腊
201-250	斯凯莱德大学	University of Strathclyde	英国
201-250	田纳西大学	The University of Tennessee, Knoxville	美国
201-250	厦门大学	Xiamen University	中国
251-300	埃博学术大学	Abo Akademi University	芬兰
251-300	亚洲大学	Ajou University	韩国
251-300	万隆理工学院	Bandung Institute of Technology (ITB)	印尼
251-300	中国石油大学	China University of Petroleum	中国
251-300	忠南国立大学	Chungnam National University	韩国
251-300	德雷塞尔大学	Drexel University	美国
251-300	南锡高等化工学院	École Nationale Supérieure des Industries Chimiques (ENSIC), Nancy	法国
251-300	艾茉莉大学	Emory University	美国
251-300	佛罗里达州立大学	Florida State University	美国
251-300	伊利诺伊理工学院	Illinois Institute of Technology	美国
251-300	美因茨大学	Johannes Gutenberg Universität Mainz	德国
251-300	建国大学	Konkuk University	韩国
251-300	兰州大学	Lanzhou University	中国
251-300	南京理工大学	Nanjing University of Science and Technology	中国
251-300	国立中山大学	National Sun Yat-sen University	台湾
251-300	东北大学	Northeastern University	美国
251-300	大阪府立大学	Osaka Prefecture University	日本
251-300	伦敦大学玛丽女王学院	Queen Mary University of London	英国
251-300	斯旺西大学	Swansea University	英国
251-300	格拉茨工业大学	Graz University of Technology	奥地利
251-300	汉堡工业大学	Technische Universität Hamburg-Harburg	德国
251-300	首都大学东京	Tokyo Metropolitan University	日本
251-300	东京农工大学	Tokyo University of Agriculture and Technology	日本
251-300	塔夫斯大学	Tufts University	美国
251-300	洛斯安第斯大学	Universidad de los Andes	哥伦比亚
251-300	萨拉戈萨大学	Universidad de Zaragoza	西班牙
251-300	孔波斯特拉大学	Universidade de Santiago de Compostela	西班牙
251-300	圣卡塔琳娜联邦大学	Universidade Federal de Santa Catarina	巴西
251-300	比萨大学	University of Pisa	意大利
251-300	布鲁塞尔自由大学（法语）	Universite libre de Bruxelles	比利时
251-300	纽约州立大学水牛城分校	University at Buffalo SUNY	美国
251-300	亚利桑那大学	The University of Arizona	美国
251-300	阿威罗大学	University of Aveiro	葡萄牙
251-300	开普敦大学	University of Cape Town	南非
251-300	科英布拉大学	University of Coimbra	葡萄牙
251-300	康涅狄格大学	University of Connecticut	美国
251-300	利默里克大学	University of Limerick	爱尔兰
251-300	米尼奥大学	University of Minho	葡萄牙
251-300	比勒陀利亚大学	University of Pretoria	南非
251-300	萨斯喀彻温大学	University of Saskatchewan	加拿大
251-300	北京科技大学	University of Science and Technology Beijing	中国
251-300	首尔大学	University of Seoul	韩国
251-300	南卡罗来纳大学	University of South Carolina	美国
251-300	萨里大学	University of Surrey	英国
251-300	德克萨斯大学达拉斯分校	University of Texas Dallas	美国
251-300	金山大学	University of the Witwatersrand	南非
251-300	犹他大学	University of Utah	美国
251-300	华沙工业大学	Warsaw University of Technology	波兰
251-300	武汉理工大学	Wuhan University of Technology	中国
251-300	韩国岭南大学	Yeungnam University	韩国
1	科罗拉多矿业学院	Colorado School of Mines	美国
2	科廷大学	Curtin University	澳大利亚
3	昆士兰大学	The University of Queensland	澳大利亚
4	宾州州立大学公园分校	Pennsylvania State University	美国
5	新南威尔士大学	The University of New South Wales (UNSW Australia)	澳大利亚
6	麦吉尔大学	McGill University	加拿大
6	皇后大学	Queen's University at Kingston	加拿大
6	英属哥伦比亚大学	University of British Columbia	加拿大
9	弗莱贝格工业大学	Technische Universität Bergakademie Freiberg	德国
10	智利大学	Universidad de Chile	智利
11	西澳大学	The University of Western Australia	澳大利亚
12	亚琛工业大学	RWTH Aachen University	德国
13	亚利桑那大学	The University of Arizona	美国
14	墨尔本大学	The University of Melbourne	澳大利亚
15	圣彼得堡矿业大学	St.Petersburg Mining University	俄国
16	墨西哥国立自治大学	Universidad Nacional Autónoma de México  (UNAM)	墨西哥
17	多伦多大学	University of Toronto	加拿大
18	阿尔伯塔大学	University of Alberta	加拿大
18	犹他大学	University of Utah	美国
20	阿德雷德大学	The University of Adelaide	澳大利亚
21	法赫德国王石油与矿产大学	King Fahd University of Petroleum & Minerals	沙特
22	康塞普西翁大学	Universidad de Concepción	智利
22	金山大学	University of the Witwatersrand	南非
24	印度矿业学院丹巴德分校	Indian School of Mines (ISM) University, Dhanbad	印度
25	圣保罗大学	Universidade de São Paulo	巴西
26	卧龙岗大学	University of Wollongong	澳大利亚
27	中国矿业大学	China University of Mining and Technology	中国
28	中南大学	Central South University	中国
29	伊利诺伊大学厄本那-香槟分校	University of Illinois at Urbana-Champaign	美国
30	纽卡斯尔大学（澳洲）	The University of Newcastle, Australia (UON)	澳大利亚
31	伊斯坦布尔理工大学	Istanbul Technical University	土耳其
32	哥本哈根大学	University of Copenhagen	丹麦
33	波兰矿冶大学	AGH University of Science and Technology	波兰
34	拉瓦尔大学	Laval University	加拿大
35	印度理工学院克勒格布尔分校	Indian Institute of Technology Kharagpur (IIT-KGP)	印度
35	马来西亚理科大学	Universiti Sains Malaysia (USM)	马来西亚
37	密歇根理工大学	Michigan Technological University	美国
38	北京科技大学	University of Science and Technology Beijing	中国
39	弗吉尼亚理工学院	Virginia Polytechnic Institute and State University	美国
40	昆士兰科技大学	Queensland University of Technology (QUT)	澳大利亚
40	南安普敦大学	University of Southampton	英国
42	南京大学	Nanjing University	中国
43	埃克塞特大学	The University of Exeter	英国
44	里斯本大学	University of Lisbon	葡萄牙
45	中东理工大学	Middle East Technical University	土耳其
46	波鸿大学	Ruhr-Universität Bochum	德国
47	阿伯丁大学	University of Aberdeen	英国
47	利物浦大学	University of Liverpool	英国
49	武汉大学	Wuhan University	中国
50	伯明翰大学	University of Birmingham	英国
50	早稻田大学	Waseda University	日本
1	哈佛大学	Harvard University	美国
2	麻省理工学院	Massachusetts Institute of Technology (MIT)	美国
3	斯坦福大学	Stanford University	美国
4	牛津大学	University of Oxford	英国
5	伦敦政治经济学院	London School of Economics and Political Science (LSE)	英国
6	宾夕法尼亚大学	University of Pennsylvania	美国
